sample_id,engine_temp,battery_voltage,rpm,tire_pressure_fl,tire_pressure_fr,tire_pressure_rl,tire_pressure_rr,oil_pressure,coolant_temp,fuel_level,label,label_name
590,126.98,11.47,5361,21.5,17.2,33.3,30.7,7.11,115.72,6.6,2,Critical
591,80.77,13.01,2258,29.4,30.9,29.3,33.5,54.89,81.75,31.8,0,Normal
592,122.21,10.71,5499,22.4,35.5,35.8,32.8,15.37,126.07,6.7,2,Critical
593,105.35,11.8,4095,25.1,32.3,32.9,29.6,23.0,104.31,14.3,1,Warning
594,120.59,10.9,5376,19.6,33.1,31.4,34.0,14.85,113.16,5.5,2,Critical
595,82.17,12.63,2319,30.6,33.5,29.4,35.9,51.42,92.94,58.0,0,Normal
596,99.74,12.16,4570,25.2,35.2,29.9,35.3,23.79,106.24,7.7,1,Warning
597,118.36,11.23,5933,19.4,15.4,34.8,33.8,15.96,126.48,4.0,2,Critical
598,79.11,13.19,2644,34.4,34.8,30.5,32.8,66.5,82.84,54.4,0,Normal
599,75.94,12.57,2248,30.4,33.2,34.5,30.0,50.42,88.77,86.7,0,Normal
600,77.92,14.3,2005,31.6,32.9,35.9,29.8,61.49,81.69,29.4,0,Normal
601,75.63,13.26,2803,34.3,29.6,33.3,30.0,52.26,79.79,24.3,0,Normal
602,77.52,12.54,2053,35.0,31.3,29.9,35.9,58.69,92.01,80.2,0,Normal
603,99.57,12.46,4032,38.5,32.8,30.0,30.2,26.41,104.95,19.1,1,Warning
604,102.43,11.8,4225,38.9,30.2,31.6,30.0,28.06,102.93,15.7,1,Warning
605,100.78,12.3,4294,37.6,34.1,29.7,35.0,25.18,101.9,12.3,1,Warning
606,95.68,12.15,3653,39.6,28.6,31.7,33.2,29.98,96.65,6.4,1,Warning
607,94.24,12.43,3534,37.3,29.7,32.5,35.3,30.44,98.14,17.0,1,Warning
608,82.05,13.55,1521,29.7,31.9,29.9,31.9,54.49,93.61,22.9,0,Normal
609,100.25,12.11,4059,39.3,29.7,33.8,29.1,33.81,103.5,5.7,1,Warning
610,84.67,13.53,1827,31.8,34.7,33.7,34.4,49.74,80.23,26.9,0,Normal
611,83.51,13.58,2999,31.4,33.7,31.6,29.3,48.23,94.0,58.7,0,Normal
612,87.59,13.06,993,33.7,32.3,32.7,32.6,37.08,76.03,68.1,0,Normal
613,103.87,11.95,4279,27.0,30.8,33.0,29.2,23.54,99.0,16.1,1,Warning
614,100.89,12.32,4620,23.1,30.5,34.7,28.6,29.17,102.58,9.9,1,Warning
615,96.09,11.89,3646,37.5,35.7,30.2,28.2,33.12,100.41,10.1,1,Warning
616,90.77,12.81,2067,33.1,30.5,30.4,34.5,58.51,87.94,41.4,0,Normal
617,104.95,12.12,4008,38.1,28.6,29.9,35.1,29.5,96.56,15.6,1,Warning
618,85.99,12.97,2177,34.3,35.6,30.1,29.9,49.45,77.51,98.4,0,Normal
619,76.89,12.78,1658,33.3,31.2,29.5,30.9,49.3,94.85,51.4,0,Normal
620,93.75,12.05,3760,23.7,29.7,29.8,30.7,28.01,102.16,15.0,1,Warning
621,94.9,11.98,4197,26.8,33.0,35.3,32.2,30.23,100.94,9.9,1,Warning
622,91.86,12.85,3312,31.8,32.3,32.7,30.9,68.73,93.23,97.8,0,Normal
623,76.13,12.73,2387,33.2,35.8,31.6,29.5,53.81,87.77,31.2,0,Normal
624,112.01,10.6,5657,17.4,30.4,32.1,34.6,10.3,133.45,2.3,2,Critical
625,94.45,12.42,4151,39.7,30.6,28.1,33.0,22.52,101.19,17.4,1,Warning
626,93.22,11.94,3534,24.7,33.5,29.4,32.8,33.92,98.22,14.9,1,Warning
627,91.57,14.04,3316,34.6,33.6,31.0,31.3,68.15,92.21,48.8,0,Normal
628,87.88,13.76,2883,30.8,33.4,30.1,31.5,60.35,87.63,35.0,0,Normal
629,103.21,11.85,3763,27.5,34.0,35.2,30.1,33.72,97.3,19.7,1,Warning
630,77.75,14.1,3173,29.3,34.3,31.5,33.5,52.99,80.19,30.8,0,Normal
631,115.16,10.39,5488,15.8,16.5,29.9,30.7,10.39,120.68,0.3,2,Critical
632,88.02,14.08,1764,34.1,35.4,34.6,31.7,51.95,90.59,43.4,0,Normal
633,99.48,11.92,3971,40.3,32.4,33.4,28.6,34.41,99.78,10.3,1,Warning
634,89.12,12.6,1985,35.2,33.7,33.8,30.8,49.65,82.33,61.7,0,Normal
635,76.72,13.57,1957,31.3,29.8,35.9,30.2,41.75,77.91,65.6,0,Normal
636,111.78,10.11,6208,16.6,19.2,30.3,31.6,19.75,125.9,7.5,2,Critical
637,125.02,11.01,6393,18.7,34.8,32.4,30.0,15.34,128.26,3.0,2,Critical
638,81.66,12.9,2572,30.3,33.7,30.8,31.5,47.21,89.34,57.3,0,Normal
639,97.84,12.42,4040,26.0,35.1,29.1,30.9,23.23,102.73,19.4,1,Warning
640,97.42,12.0,3850,39.1,29.3,35.7,29.8,27.28,98.28,15.5,1,Warning
641,83.48,13.56,904,31.8,35.4,33.4,30.2,46.86,78.83,22.0,0,Normal
642,77.67,14.19,3360,30.1,33.8,32.5,32.7,59.73,84.77,68.0,0,Normal
643,109.68,11.34,5200,14.5,21.2,30.7,33.8,5.08,127.75,3.7,2,Critical
644,127.61,11.11,5172,16.8,22.6,33.2,33.5,21.23,117.84,2.2,2,Critical
645,133.73,10.06,5954,16.1,33.4,34.9,33.9,18.22,124.58,0.9,2,Critical
646,76.81,14.43,2336,31.9,33.1,29.4,34.8,42.58,91.09,62.8,0,Normal
647,78.83,13.34,2219,29.8,34.7,30.9,32.8,54.24,87.05,24.4,0,Normal
648,97.03,12.33,4617,23.6,32.5,33.4,33.4,34.47,100.16,9.5,1,Warning
649,99.51,12.25,4568,38.2,31.9,30.0,32.2,28.01,105.37,8.6,1,Warning
650,104.59,12.06,4134,39.6,33.5,28.7,35.4,31.35,97.16,18.0,1,Warning
651,94.14,12.14,3620,25.6,31.6,35.6,28.8,33.44,105.6,11.3,1,Warning
652,95.82,11.88,3771,25.1,35.2,33.4,31.3,25.56,100.57,12.1,1,Warning
653,94.75,11.89,4029,24.5,32.0,28.6,34.9,25.7,107.54,19.0,1,Warning
654,100.93,12.05,4309,41.0,30.2,32.1,33.8,24.06,105.55,13.7,1,Warning
655,87.78,12.74,849,30.2,30.2,34.8,31.8,69.66,77.74,72.3,0,Normal
656,94.98,11.98,4178,26.7,29.9,30.4,28.8,22.33,107.68,6.4,1,Warning
657,116.28,11.71,6228,16.9,17.6,29.6,31.1,14.04,130.55,4.5,2,Critical
658,76.74,13.62,886,29.7,32.4,32.1,30.0,35.16,78.86,38.9,0,Normal
659,80.09,12.85,1236,32.3,35.1,32.5,29.4,36.4,79.55,87.4,0,Normal
660,75.07,12.53,3479,33.1,29.9,35.3,35.2,53.77,87.44,41.9,0,Normal
661,80.87,13.2,2114,35.8,32.3,35.4,32.2,38.76,79.6,52.6,0,Normal
662,89.84,13.72,1216,29.3,29.3,29.6,33.1,47.19,79.86,37.5,0,Normal
663,75.26,12.91,1505,30.2,29.1,30.1,33.7,57.04,93.71,83.9,0,Normal
664,80.19,14.01,3053,31.4,29.4,33.7,34.2,49.84,86.66,99.0,0,Normal
665,105.13,12.1,3676,39.0,30.2,32.4,35.3,27.51,103.82,8.4,1,Warning
666,75.21,14.09,2108,31.9,29.7,35.2,31.8,58.89,77.99,96.9,0,Normal
667,95.55,11.9,4747,40.7,35.6,32.0,35.1,24.12,98.19,12.7,1,Warning
668,81.0,13.94,2279,32.4,32.4,35.8,34.3,52.39,84.58,22.1,0,Normal
669,86.36,13.44,2239,34.4,33.4,32.9,32.9,45.64,75.62,54.9,0,Normal
670,79.08,13.13,1813,33.2,35.7,32.8,34.1,63.25,77.27,72.2,0,Normal
671,102.58,12.15,3770,40.5,33.3,33.3,31.5,30.31,102.86,8.6,1,Warning
672,82.4,14.39,1260,33.7,29.3,34.0,30.7,50.8,82.36,29.0,0,Normal
673,78.8,13.56,1697,32.4,34.3,30.9,32.8,46.73,90.7,71.2,0,Normal
674,85.01,13.53,3144,29.9,29.8,31.1,32.0,45.45,90.26,39.6,0,Normal
675,83.48,13.08,1121,35.1,34.0,33.0,35.2,39.26,88.65,37.3,0,Normal
676,104.38,11.84,4723,24.6,35.6,28.3,30.8,33.28,99.29,9.1,1,Warning
677,85.56,13.42,658,30.7,29.8,30.5,30.9,49.05,85.58,20.1,0,Normal
678,91.43,13.22,3497,33.5,34.2,30.8,33.5,52.89,94.13,92.4,0,Normal
679,107.51,11.47,5792,14.2,21.0,32.8,31.3,17.91,131.18,3.7,2,Critical
680,97.42,12.06,4419,24.7,32.0,29.5,32.0,29.46,107.2,14.8,1,Warning
681,100.83,12.2,3564,23.3,29.9,32.0,29.3,32.27,105.69,17.6,1,Warning
682,91.65,12.94,1670,32.0,29.9,31.7,35.0,39.91,86.68,52.5,0,Normal
683,109.87,11.48,5321,16.8,29.1,34.8,35.4,6.05,109.8,1.3,2,Critical
684,114.11,11.79,5596,17.8,31.8,33.2,31.4,9.08,133.13,7.4,2,Critical
685,93.26,11.99,4030,37.3,34.6,29.7,34.4,26.7,101.08,19.0,1,Warning
686,103.62,12.31,4339,40.1,28.6,32.7,28.8,34.34,103.76,13.3,1,Warning
687,96.95,12.16,3598,39.5,30.2,34.4,33.1,28.04,99.98,18.5,1,Warning
688,101.16,12.45,4742,40.2,33.1,32.4,32.9,29.96,96.51,6.3,1,Warning
689,100.11,12.39,4158,23.3,30.6,29.8,34.7,22.35,105.95,18.8,1,Warning
690,91.31,13.69,2460,34.0,33.9,34.7,32.4,53.67,81.48,28.4,0,Normal
691,80.18,12.86,2379,30.6,33.1,31.7,30.3,39.83,79.74,22.4,0,Normal
692,83.63,13.42,2967,35.4,34.5,33.1,32.8,57.56,80.76,84.9,0,Normal
693,82.73,12.79,2972,30.8,36.0,32.9,30.6,52.36,81.71,82.4,0,Normal
694,103.18,12.1,4508,39.8,29.5,32.7,34.0,31.79,100.28,12.8,1,Warning
695,97.77,12.5,4161,41.6,35.8,32.7,34.4,30.25,101.13,5.9,1,Warning
696,84.86,14.05,2429,35.2,33.5,32.7,34.0,50.66,81.92,57.4,0,Normal
697,105.58,12.45,3653,42.0,33.7,28.2,28.5,32.32,100.52,15.0,1,Warning
698,86.22,12.89,847,30.6,35.7,35.7,31.7,46.4,85.2,43.3,0,Normal
699,87.61,13.96,2870,33.0,29.7,35.3,35.1,62.93,77.0,36.4,0,Normal
700,118.63,11.15,5796,21.1,14.6,35.0,31.5,13.56,109.56,1.8,2,Critical
701,134.72,10.32,5051,15.3,30.1,30.3,33.9,17.91,122.7,7.9,2,Critical
702,80.16,14.25,1071,31.5,34.9,30.3,34.7,37.77,84.78,26.0,0,Normal
703,128.17,11.23,5540,18.4,35.6,34.5,29.3,19.49,119.86,5.9,2,Critical
704,91.82,13.61,3033,35.9,30.0,32.1,31.7,37.8,90.11,54.7,0,Normal
705,99.64,11.82,4293,26.8,29.6,29.7,30.4,33.58,100.88,9.5,1,Warning
706,81.99,13.38,916,35.4,33.2,31.7,32.5,46.0,92.09,66.0,0,Normal
707,80.92,13.67,1947,35.8,32.6,31.7,31.8,54.18,82.1,77.8,0,Normal
708,92.0,13.41,3130,32.4,35.5,29.6,29.8,67.54,93.95,45.2,0,Normal
709,91.99,13.53,876,34.1,35.8,31.2,32.2,49.87,76.03,73.8,0,Normal
710,88.94,14.32,2147,32.1,31.7,29.3,35.4,52.37,84.1,61.2,0,Normal
711,95.81,11.82,4275,26.4,35.7,31.8,34.9,30.4,97.01,17.2,1,Warning
712,79.96,13.19,1671,30.0,31.5,32.1,31.2,40.79,82.47,58.5,0,Normal
713,79.18,12.96,678,35.7,34.0,33.4,34.2,53.61,84.52,56.0,0,Normal
714,77.26,13.68,2634,30.8,32.9,31.2,32.9,58.08,94.46,56.5,0,Normal
715,91.43,13.68,2101,34.9,29.2,34.4,29.8,64.43,85.58,24.9,0,Normal
716,93.66,12.49,4550,24.5,33.8,33.4,31.7,28.66,96.52,12.5,1,Warning
717,90.14,14.29,2104,31.2,34.4,33.6,31.6,38.31,89.94,41.0,0,Normal
718,91.6,12.57,2723,34.4,29.5,30.2,31.7,65.39,85.74,72.4,0,Normal
719,101.27,11.83,4009,23.9,30.5,34.2,28.9,29.23,103.12,5.3,1,Warning
720,81.46,13.36,2963,31.2,34.3,35.6,33.6,50.11,89.96,56.6,0,Normal
721,94.12,11.95,4191,24.3,34.0,30.9,28.5,28.61,107.73,15.2,1,Warning
722,75.12,13.21,2384,29.9,35.3,30.1,35.4,42.57,94.89,68.4,0,Normal
723,101.19,11.87,4283,27.9,28.0,35.8,31.3,27.6,104.55,14.1,1,Warning
724,103.17,11.99,4564,24.8,32.1,29.6,34.8,26.42,97.23,11.2,1,Warning
725,82.67,12.62,3187,34.7,32.2,31.0,31.4,39.31,89.44,64.5,0,Normal
726,83.12,13.33,1274,31.6,31.6,31.3,31.7,59.0,80.94,95.9,0,Normal
727,86.3,13.82,2122,32.2,34.0,33.3,32.4,39.43,89.04,71.7,0,Normal
728,78.64,12.9,2118,29.9,33.6,29.7,29.2,46.18,78.84,99.1,0,Normal
729,90.35,12.96,2880,33.0,31.2,29.2,34.7,43.44,87.63,63.9,0,Normal
730,90.22,13.37,2823,34.6,31.2,35.5,29.7,69.8,90.4,27.5,0,Normal
731,86.05,14.31,2920,34.8,30.8,31.9,32.9,36.55,90.4,45.9,0,Normal
732,76.35,13.89,808,32.3,31.4,30.6,30.3,61.72,94.03,31.2,0,Normal
733,84.04,12.63,3202,35.4,32.8,32.9,29.4,55.93,83.58,76.7,0,Normal
734,99.23,11.92,3924,24.5,29.1,33.5,29.0,22.63,97.31,15.4,1,Warning
735,87.63,14.3,2336,32.7,35.2,32.2,34.7,36.88,75.03,62.3,0,Normal
736,103.32,12.49,3829,37.9,33.8,31.6,34.4,25.67,98.56,13.2,1,Warning
737,101.53,12.23,4675,38.7,32.1,29.6,33.0,32.01,97.84,9.8,1,Warning
738,86.2,12.77,2082,29.4,31.1,30.6,33.3,62.54,76.15,88.0,0,Normal
739,87.23,14.36,3232,35.9,29.9,34.6,34.6,57.55,80.58,97.2,0,Normal
740,90.92,12.88,911,32.5,32.6,32.6,32.1,69.82,84.73,58.2,0,Normal
741,93.98,12.14,3726,26.0,29.6,34.4,29.9,31.58,99.28,8.5,1,Warning
742,79.88,12.76,2053,30.5,35.5,29.0,30.0,43.63,78.98,38.1,0,Normal
743,85.38,13.61,1748,33.7,34.1,33.0,34.3,69.42,83.39,61.2,0,Normal
744,81.95,12.94,2306,31.2,29.3,31.9,32.3,42.9,86.45,65.3,0,Normal
745,91.05,12.59,2804,34.2,36.0,31.4,31.0,50.86,92.13,78.3,0,Normal
746,77.23,13.38,1478,31.6,30.7,34.3,35.5,52.43,87.86,89.4,0,Normal
747,78.33,14.23,764,31.8,35.0,31.8,29.8,44.31,87.0,32.2,0,Normal
748,98.1,12.32,4685,37.8,29.6,34.0,33.0,33.77,99.77,17.7,1,Warning
749,93.48,12.43,4566,40.5,34.8,33.7,29.0,34.75,96.27,14.4,1,Warning
750,93.42,12.08,4536,41.2,31.8,34.3,33.4,33.09,99.29,12.5,1,Warning
751,100.21,12.47,3932,41.4,31.0,30.4,34.5,34.1,103.57,14.4,1,Warning
752,102.67,12.02,4177,27.3,33.2,34.9,35.9,22.92,102.04,18.1,1,Warning
753,78.71,13.83,2823,30.2,29.3,32.1,34.4,57.78,89.04,52.2,0,Normal
754,129.29,11.46,5790,22.9,29.5,31.1,33.3,11.66,117.67,7.1,2,Critical
755,88.01,13.12,1228,33.8,35.4,31.1,33.0,45.14,86.09,69.7,0,Normal
756,79.01,13.65,2825,34.8,31.8,29.5,32.4,50.18,78.94,91.7,0,Normal
757,131.31,10.59,4914,16.8,21.3,30.7,34.0,17.03,128.31,4.3,2,Critical
758,86.74,13.77,2430,30.4,33.1,33.4,33.0,41.52,89.46,25.9,0,Normal
759,98.13,12.41,3951,23.7,29.5,34.2,34.6,27.22,103.43,11.5,1,Warning
760,99.99,12.33,4759,27.5,35.8,29.2,28.3,31.74,106.87,19.2,1,Warning
761,91.28,13.11,3459,31.6,30.4,29.8,34.5,54.42,81.14,68.7,0,Normal
762,82.67,14.08,619,31.0,34.3,34.6,33.3,45.54,81.21,97.3,0,Normal
763,101.54,12.24,3861,27.7,30.1,35.9,31.4,26.83,96.42,7.7,1,Warning
764,123.67,10.44,4874,21.7,18.4,33.3,33.4,5.26,122.86,4.0,2,Critical
765,81.22,12.6,1096,33.3,34.4,34.3,33.1,37.97,75.35,82.6,0,Normal
766,129.34,11.34,6474,21.3,34.5,29.6,33.2,17.76,114.13,3.5,2,Critical
767,97.98,11.97,3636,26.4,34.5,31.7,31.3,25.89,98.39,17.5,1,Warning
768,87.92,13.91,629,33.4,29.8,29.4,30.1,63.82,89.88,95.9,0,Normal
769,96.66,12.24,4131,38.8,29.0,34.9,34.6,26.56,104.28,12.4,1,Warning
770,89.08,13.94,2299,31.3,33.9,35.7,33.1,58.25,83.74,80.5,0,Normal
771,101.43,11.91,4333,24.3,32.2,29.9,33.5,31.72,106.18,19.9,1,Warning
772,78.33,14.09,1449,34.3,35.6,33.0,32.4,61.25,76.94,54.3,0,Normal
773,102.57,12.09,4205,26.7,31.6,28.8,33.8,29.9,99.92,6.1,1,Warning
774,77.76,13.16,1560,32.2,30.3,30.4,32.8,39.51,88.78,95.5,0,Normal
775,78.11,12.64,2502,29.4,35.2,33.8,35.7,45.99,84.72,79.3,0,Normal
776,129.49,10.54,6065,15.3,35.2,29.8,34.8,6.87,121.44,5.5,2,Critical
777,103.22,12.49,3560,40.6,35.1,31.7,29.3,33.11,107.32,6.5,1,Warning
778,78.77,12.73,2512,34.5,34.3,31.2,30.4,50.88,85.94,93.5,0,Normal
779,83.02,13.93,3492,31.5,29.1,29.9,32.9,47.05,93.8,70.2,0,Normal
780,75.3,12.73,1387,30.1,34.1,29.7,35.1,42.74,77.17,20.8,0,Normal
781,90.02,12.99,2264,33.8,29.4,30.1,31.3,58.45,83.78,78.7,0,Normal
782,82.12,12.53,2132,29.9,30.5,33.9,30.8,66.22,88.14,86.6,0,Normal
783,79.03,12.74,701,29.3,30.3,33.3,29.1,45.04,76.16,52.3,0,Normal
784,78.78,13.38,2754,30.7,34.8,32.8,34.3,51.54,84.98,69.6,0,Normal
785,105.42,12.36,4040,24.9,34.6,33.6,30.0,31.25,100.55,13.4,1,Warning
786,75.55,14.0,1707,33.2,30.7,30.1,32.7,59.35,78.91,54.9,0,Normal
787,79.33,14.01,2077,29.2,31.8,35.5,31.6,49.46,87.48,84.1,0,Normal
788,98.05,12.16,3651,26.7,30.6,31.5,29.3,34.54,97.03,14.7,1,Warning
789,90.58,13.76,692,32.6,29.6,33.0,32.6,37.9,91.32,41.0,0,Normal
790,102.44,11.94,4512,37.9,34.7,31.7,32.4,34.63,103.88,13.8,1,Warning
791,116.33,10.61,5513,21.7,30.8,30.1,35.9,12.38,114.07,7.7,2,Critical
792,91.62,13.16,1567,33.8,29.3,34.8,36.0,62.13,90.63,51.2,0,Normal
793,83.83,12.57,2657,35.9,30.8,32.2,31.5,48.67,89.43,50.3,0,Normal
794,88.55,14.44,892,33.1,30.8,32.8,31.2,44.92,86.48,34.7,0,Normal
795,81.14,14.02,1365,34.8,29.5,34.2,35.8,69.85,93.48,89.7,0,Normal
796,89.69,13.11,2557,32.3,31.3,31.0,30.0,54.23,83.93,61.0,0,Normal
797,105.79,12.26,4267,38.3,32.1,30.1,31.6,27.93,99.83,12.3,1,Warning
798,99.64,12.06,4530,37.2,32.7,34.6,32.7,34.34,99.77,11.0,1,Warning
799,90.98,14.42,2573,34.7,34.5,32.4,33.9,37.74,90.16,96.9,0,Normal
800,81.77,14.29,3288,35.8,34.4,30.4,35.6,68.15,88.32,88.6,0,Normal
801,102.98,11.97,4430,23.1,35.5,31.0,30.1,34.94,102.37,17.9,1,Warning
802,86.35,12.76,1397,30.0,31.0,33.7,35.4,42.09,85.84,76.1,0,Normal
803,75.75,13.3,1539,35.6,33.0,34.6,30.2,69.25,84.97,59.5,0,Normal
804,108.58,11.14,5952,17.6,34.0,31.1,29.5,11.96,123.02,7.7,2,Critical
805,83.44,13.63,914,31.2,30.2,31.7,35.8,55.4,83.59,65.3,0,Normal
806,89.68,13.61,1597,32.6,31.0,34.6,32.5,67.4,87.45,61.1,0,Normal
807,100.97,12.22,4522,41.3,34.9,32.7,29.8,34.71,107.28,17.7,1,Warning
808,86.19,14.37,2020,29.2,33.0,32.9,29.1,65.14,87.4,79.6,0,Normal
809,81.4,13.66,2660,30.4,35.6,31.5,31.9,59.45,87.18,55.2,0,Normal
810,100.65,12.14,4012,40.5,34.8,32.7,33.1,28.61,107.14,11.3,1,Warning
811,81.14,14.21,2258,30.5,35.3,31.4,29.3,52.31,77.48,39.1,0,Normal
812,94.42,12.03,3611,42.0,29.3,30.1,32.6,29.4,98.76,16.3,1,Warning
813,82.57,12.63,3409,31.2,30.3,31.0,35.8,38.3,92.35,76.6,0,Normal
814,113.29,11.45,5847,14.5,35.0,34.0,29.7,20.82,120.68,3.9,2,Critical
815,100.5,12.23,4180,37.5,30.3,34.9,35.5,27.54,98.31,11.3,1,Warning
816,124.3,10.54,5108,16.0,21.7,33.6,32.6,19.18,122.22,0.7,2,Critical
817,102.48,11.94,4119,23.5,35.1,35.1,30.7,25.31,106.76,7.2,1,Warning
818,94.82,12.24,4653,26.2,36.0,30.9,33.8,29.02,101.46,8.6,1,Warning
819,101.31,12.04,4703,37.8,31.5,30.3,32.9,33.77,101.89,13.3,1,Warning
820,123.87,10.55,5785,14.4,34.2,29.7,34.0,17.98,123.79,7.1,2,Critical
821,91.28,13.67,2569,32.7,34.6,35.3,31.7,59.15,79.6,72.1,0,Normal
822,119.5,10.26,4942,15.0,19.5,30.0,35.1,7.07,127.35,3.3,2,Critical
823,81.97,13.99,620,31.4,32.1,32.3,34.2,68.7,82.6,48.0,0,Normal
824,83.92,12.59,3127,32.2,29.5,34.4,33.6,57.73,83.54,52.8,0,Normal
825,90.45,13.9,1371,35.8,34.5,34.0,32.1,44.53,76.93,92.2,0,Normal
826,94.93,12.16,3680,41.2,31.7,31.9,33.8,22.97,100.87,16.8,1,Warning
827,99.96,12.19,3793,41.0,28.6,31.9,29.5,26.15,99.33,15.6,1,Warning
828,79.89,13.86,756,35.7,35.9,34.2,32.3,42.7,91.25,78.9,0,Normal
829,78.38,12.86,2771,34.1,33.9,29.2,30.8,64.4,87.02,68.2,0,Normal
830,100.88,12.17,4639,39.2,34.7,29.3,32.8,27.2,107.83,15.8,1,Warning
831,86.97,12.8,2146,33.7,32.2,30.1,30.7,64.9,75.69,76.7,0,Normal
832,91.09,13.27,2480,35.8,32.9,31.1,32.7,36.91,77.25,20.6,0,Normal
833,90.04,12.78,757,33.9,32.2,34.9,29.5,63.04,75.75,22.2,0,Normal
834,83.44,12.91,2298,32.2,34.4,32.9,31.0,61.4,85.35,34.2,0,Normal
835,77.63,13.96,2464,29.5,29.8,33.4,33.0,59.01,78.56,78.1,0,Normal
836,82.85,13.82,2207,31.2,31.4,31.7,29.7,40.81,89.46,51.1,0,Normal
837,103.47,12.06,4253,24.8,29.4,29.7,28.3,29.92,104.26,5.1,1,Warning
838,82.47,12.72,2103,29.7,30.1,29.9,35.7,44.97,82.1,45.8,0,Normal
839,77.75,13.12,1768,32.3,30.7,29.5,33.7,35.83,91.19,94.3,0,Normal
840,75.13,12.55,3158,33.5,34.3,34.5,31.9,62.95,93.75,33.8,0,Normal
841,88.41,14.44,1271,31.3,33.5,29.2,33.0,63.3,87.21,43.6,0,Normal
842,118.15,11.63,6063,18.3,15.2,29.5,34.9,8.06,127.23,1.5,2,Critical
843,80.48,14.4,3441,29.8,31.4,30.5,30.3,52.18,86.28,54.1,0,Normal
844,91.07,13.26,991,29.8,29.0,34.2,35.9,69.75,90.68,33.0,0,Normal
845,85.12,14.43,945,33.4,34.0,32.3,31.0,54.25,82.29,92.7,0,Normal
846,86.16,12.57,2833,34.6,33.2,35.0,29.7,44.66,83.28,23.4,0,Normal
847,114.7,11.14,6228,18.7,32.8,31.8,33.8,12.37,131.81,6.3,2,Critical
848,94.89,11.97,4712,37.2,28.6,34.3,32.5,29.35,106.56,8.6,1,Warning
849,90.13,13.13,1764,30.9,33.2,35.6,31.4,54.5,80.93,33.6,0,Normal
850,88.2,13.33,2076,32.3,32.0,33.8,33.3,69.02,77.78,65.9,0,Normal
851,79.04,12.75,2474,31.4,30.6,35.1,34.2,62.08,75.78,93.2,0,Normal
852,86.66,13.5,2447,31.1,29.6,34.8,35.6,64.99,81.68,27.5,0,Normal
853,89.84,14.31,3154,32.2,31.0,33.5,35.7,60.45,84.9,75.1,0,Normal
854,91.85,14.38,964,31.9,33.5,34.1,31.6,61.12,77.48,46.5,0,Normal
855,98.93,12.01,4580,23.4,35.3,28.0,32.5,30.09,102.93,17.2,1,Warning
856,112.98,10.18,5755,21.4,32.4,29.5,32.0,10.85,112.57,7.4,2,Critical
857,81.55,12.59,2152,36.0,35.8,30.5,34.3,47.07,78.21,73.3,0,Normal
858,91.18,12.52,2812,35.8,35.3,35.8,32.9,37.74,92.0,69.1,0,Normal
859,120.88,11.0,6432,16.2,21.2,30.0,35.5,19.54,129.27,1.0,2,Critical
860,83.6,13.15,633,29.2,34.5,32.4,30.0,47.55,78.31,29.0,0,Normal
861,80.02,13.82,2223,31.1,35.4,29.7,34.0,60.48,93.31,61.5,0,Normal
862,84.12,13.37,982,29.9,35.7,32.4,35.7,40.73,86.09,36.6,0,Normal
863,87.25,13.92,1187,29.3,31.1,30.1,31.8,69.28,78.62,45.5,0,Normal
864,101.84,12.34,4757,41.5,33.1,29.5,34.4,31.02,107.74,8.7,1,Warning
865,91.98,13.73,3180,35.4,34.5,32.2,29.6,35.55,84.54,59.5,0,Normal
866,76.37,13.95,2201,34.9,31.0,32.6,29.8,65.96,78.5,28.2,0,Normal
867,134.92,10.28,4806,17.9,29.5,33.1,30.5,17.43,114.97,6.7,2,Critical
868,85.95,13.29,612,32.1,29.0,29.5,32.0,37.87,80.51,72.4,0,Normal
869,112.94,10.74,4914,18.3,29.9,32.1,33.5,20.78,127.28,4.0,2,Critical
870,86.23,14.28,2321,34.8,30.6,31.5,35.6,66.01,86.16,58.0,0,Normal
871,96.72,12.39,4661,40.0,28.9,31.5,32.9,23.06,97.34,19.9,1,Warning
872,112.99,11.66,5763,17.5,34.5,30.7,29.7,17.46,133.76,5.1,2,Critical
873,106.0,12.34,4180,38.0,28.1,30.1,31.5,24.96,102.17,14.9,1,Warning
874,90.4,13.06,2478,29.3,32.5,33.6,32.8,43.32,91.57,97.6,0,Normal
875,80.83,14.18,2104,31.4,34.9,34.3,31.1,56.23,82.39,20.1,0,Normal
876,77.89,14.09,1356,30.1,30.7,34.9,31.3,59.01,92.13,26.2,0,Normal
877,77.44,14.12,2644,32.7,31.6,33.7,34.7,65.84,85.94,85.6,0,Normal
878,91.92,14.49,1948,35.1,30.7,34.2,35.2,63.51,91.24,57.0,0,Normal
879,101.05,11.94,4669,25.9,35.8,32.4,29.3,28.72,107.51,11.4,1,Warning
880,108.43,11.46,5857,16.4,35.4,33.2,35.8,19.87,111.71,7.8,2,Critical
881,103.1,12.08,4355,27.5,31.3,31.5,35.1,22.45,96.27,8.1,1,Warning
882,99.42,12.03,3945,40.1,28.9,32.6,33.9,29.26,96.04,9.2,1,Warning
883,83.97,14.03,1570,30.9,34.5,30.7,34.7,41.2,82.19,52.1,0,Normal
884,75.37,14.46,1351,33.2,31.1,31.6,31.8,46.73,87.75,96.9,0,Normal
885,132.56,10.0,5168,23.0,20.6,31.9,34.5,7.63,129.64,7.5,2,Critical
